#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
ADEMICON ADM CONS S.A.;84911098;202310;1;23,51959;52;0;0;5909;3792;16346;103021;366;101782;2020;15565;96793;1982;3683
ADEMICON ADM CONS S.A.;84911098;202310;2;0,00000;54;1;1;729;3135;18247;19149;356;33630;1790;1976;17288;7100;1514
ADEMICON ADM CONS S.A.;84911098;202310;3;0,00000;47;2;0;2890;2029;7165;31567;347;33283;734;4715;17079;1426;1722
ADEMICON ADM CONS S.A.;84911098;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADEMICON ADM CONS S.A.;84911098;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADEMICON ADM CONS S.A.;84911098;202310;6;0,00000;2;0;0;91;254;256;748;26;785;57;162;356;3;100
ADM CONS BECKER LTDA;03828278;202310;1;20,92393;6;0;0;18;1701;561;1776;8;2159;65;113;2647;60;119
ADM CONS BECKER LTDA;03828278;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS BECKER LTDA;03828278;202310;3;18,31660;4;0;0;42;776;572;595;8;1050;64;53;1223;140;59
ADM CONS BECKER LTDA;03828278;202310;4;17,24513;12;0;0;70;1993;2829;1205;41;3620;300;114;2751;1203;368
ADM CONS BECKER LTDA;03828278;202310;5;19,45241;15;1;0;97;1171;1588;1449;44;2726;191;120;1542;386;355
ADM CONS BECKER LTDA;03828278;202310;6;18,00000;6;1;0;48;300;411;320;10;666;47;18;386;155;62
ADM CONS NAC HONDA LTDA;45441789;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202310;3;15,57990;55;1;1;311;4423;7041;3331;119;9263;811;298;11574;3928;859
ADM CONS NAC HONDA LTDA;45441789;202310;4;22,83830;3194;61;49;77365;849624;1069684;877392;47908;1615092;189506;142478;2007853;353389;45354
ADM CONS NAC HONDA LTDA;45441789;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202310;3;17,66000;6;0;0;15;183;559;338;9;781;52;64;1191;230;26
ADM CONS NAC VIME LTDA;59999300;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202310;3;18,55702;44;1;0;1686;10537;9987;15841;235;21166;1357;3305;56780;2988;1667
ADM CONS RCI BRASIL LTDA;73230674;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SICREDI LTDA;07808907;202310;1;12,94444;67;3;0;1373;168;19720;30164;359;46462;859;2563;20550;3949;8707
ADM CONS SICREDI LTDA;07808907;202310;2;8,48115;86;1;1;881;60;21322;17958;508;37747;725;808;6961;7778;6793
ADM CONS SICREDI LTDA;07808907;202310;3;9,77152;284;6;3;5066;639;74423;72924;2112;141447;2430;3470;30273;22931;16760
ADM CONS SICREDI LTDA;07808907;202310;4;12,80498;101;2;3;1010;336;24698;17084;627;38857;1762;1163;9381;8351;5022
ADM CONS SICREDI LTDA;07808907;202310;5;14,28921;5;0;0;37;13;702;511;25;1145;33;35;268;248;104
ADM CONS SICREDI LTDA;07808907;202310;6;14,44926;104;2;5;1553;339;25292;19001;1195;41071;2027;1195;7625;6497;3168
ADM CONS SPENGLER LTDA;91341925;202310;1;24,00000;1;0;0;9;20;4;136;1;116;0;24;29;0;1
ADM CONS SPENGLER LTDA;91341925;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202310;3;15,29558;35;0;0;105;1543;2122;1877;44;3490;267;242;2933;993;276
ADM CONS SPENGLER LTDA;91341925;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202310;1;11,60432;13;0;0;169;753;3516;5679;66;8525;179;491;6700;593;1041
ADM CONS UNICOOB LTDA;12228808;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202310;3;10,69824;38;0;0;402;748;12932;10658;353;21650;911;1029;9035;4007;1949
ADM CONS UNICOOB LTDA;12228808;202310;4;13,86081;4;0;0;74;264;1148;817;50;1821;67;77;744;534;267
ADM CONS UNICOOB LTDA;12228808;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202310;6;13,15203;11;0;0;325;260;5149;3132;211;7284;653;344;2577;2126;633
ALPHA ADM CONS LTDA;90982679;202310;1;23,55361;2;0;0;383;2030;346;2219;13;2028;94;443;14078;7;226
ALPHA ADM CONS LTDA;90982679;202310;2;22,31000;3;0;0;301;186;411;1637;13;1492;130;426;14070;23;70
ALPHA ADM CONS LTDA;90982679;202310;3;17,80000;4;0;0;674;1082;1154;2299;48;2465;345;643;23969;114;237
ALPHA ADM CONS LTDA;90982679;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALPHA ADM CONS LTDA;90982679;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALPHA ADM CONS LTDA;90982679;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202310;3;13,80405;2;0;0;4;14;226;70;5;268;18;10;88;114;16
APEC ADM CONSORCIO S/A;03832228;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202310;3;10,00000;1;0;0;0;0;109;35;3;129;11;4;18;38;17
ASSOC BAHIANA DE MEDICINA ABM;13548938;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202310;3;0,00000;3;0;0;0;1;191;108;4;299;0;0;1;104;37
ASSOC DOS JUIZES DO RS;92965748;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAMAQ ADM CONS LTDA;71045363;202310;1;16,87581;1;0;0;134;166;162;1405;3;1313;17;237;1397;9;106
BAMAQ ADM CONS LTDA;71045363;202310;2;12,43502;2;0;0;24;9;1323;388;6;1567;102;42;1708;712;219
BAMAQ ADM CONS LTDA;71045363;202310;3;13,79233;10;0;0;1760;4355;6350;21022;173;20884;490;5998;21889;2065;2071
BAMAQ ADM CONS LTDA;71045363;202310;4;15,34806;2;0;0;1346;5063;533;12552;40;8622;51;4412;9199;41;282
BAMAQ ADM CONS LTDA;71045363;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAMAQ ADM CONS LTDA;71045363;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202310;1;16,51535;16;0;0;370;2046;3701;5899;43;8587;309;704;12237;1231;770
BANCORBRÁS;02010478;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202310;3;14,90007;10;0;0;428;879;3071;4973;83;6714;422;908;4353;1111;482
BANCORBRÁS;02010478;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202310;6;16,90740;7;0;0;80;241;636;793;27;1043;224;162;1039;111;170
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202310;1;18,04179;48;0;1;338;1994;7951;8078;116;15056;391;582;20041;2445;2206
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202310;3;12,43097;100;1;1;1154;618;39449;23989;923;59651;2519;1268;30568;14683;5800
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202310;4;18,00000;8;1;0;73;168;2112;1753;73;3614;144;107;2581;331;605
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BB CONSÓRCIOS;06043050;202310;1;20,38150;64;1;0;9632;43674;56318;149464;687;184693;1931;19158;98478;18516;19355
BB CONSÓRCIOS;06043050;202310;2;14,79869;58;2;0;8884;20813;50566;176265;1389;208251;1958;16622;34367;3838;23749
BB CONSÓRCIOS;06043050;202310;3;14,85569;148;3;3;14291;53842;457835;320014;6105;715515;28256;34078;227311;180318;93126
BB CONSÓRCIOS;06043050;202310;4;20,49911;53;0;0;4499;48274;203354;115031;3714;268467;30173;19745;167434;63520;39682
BB CONSÓRCIOS;06043050;202310;5;23,81178;82;1;0;2929;108499;115178;114758;3922;191730;19321;18885;132689;29851;36049
BB CONSÓRCIOS;06043050;202310;6;19,21796;21;0;0;0;10729;83254;6817;1486;70101;17884;2086;49773;28504;17088
BBC ADM CONS LTDA.;36770683;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202310;1;19,23109;30;1;0;711;2206;7590;12130;152;17897;486;1337;26989;2586;2075
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202310;3;15,05995;55;0;2;713;1147;20708;16012;491;33180;1613;1927;22165;7658;2051
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202310;4;17,05389;15;1;1;168;328;4621;2762;117;6596;355;432;4429;2079;560
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202310;5;7,23441;37;1;0;304;496;4616;2121;218;6145;581;11;539;3432;1006
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202310;6;19,67856;9;0;1;62;172;1186;584;37;1430;228;112;1096;477;140
BRADESCO CONS. LTDA.;52568821;202310;1;17,85963;385;3;4;5057;55379;141812;102691;1425;223646;5401;15456;398972;56809;25847
BRADESCO CONS. LTDA.;52568821;202310;2;18,32452;352;1;1;3666;17172;58010;91773;1853;131646;3723;14414;133373;15988;8630
BRADESCO CONS. LTDA.;52568821;202310;3;16,34486;2446;20;29;38652;139421;621070;497093;16986;1005964;42069;70130;1086330;196987;90914
BRADESCO CONS. LTDA.;52568821;202310;4;18,38492;29;0;0;573;1890;4469;3357;119;7139;262;425;6665;2059;804
BRADESCO CONS. LTDA.;52568821;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRADESCO CONS. LTDA.;52568821;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BREITKOPF ADM CONS LTDA;73235962;202310;1;23,11058;1;0;0;60;91;33;808;3;730;0;111;238;0;11
BREITKOPF ADM CONS LTDA;73235962;202310;2;11,25621;2;0;0;7;10;255;389;10;602;18;24;222;23;47
BREITKOPF ADM CONS LTDA;73235962;202310;3;13,78871;28;0;0;65;120;1651;961;42;2380;135;97;1033;782;204
BREITKOPF ADM CONS LTDA;73235962;202310;4;15,40329;7;0;0;16;40;892;444;17;1161;98;77;854;416;131
BREITKOPF ADM CONS LTDA;73235962;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BREITKOPF ADM CONS LTDA;73235962;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202310;4;16,02662;37;1;1;89;470;2237;1670;58;3616;112;179;2188;626;144
BRENNER ADM CONS LTDA;03762395;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202310;2;13,02065;5;0;0;104;3;56;1082;10;975;8;155;21;0;34
BRISA ADM CONSÓRCIOS;06046109;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202310;2;12,89907;21;0;0;48;284;3322;1661;30;4615;204;164;2289;1623;1608
BRQUALY ADM CONS LTDA.;45713971;202310;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202310;3;15,00000;7;0;0;14;437;675;542;9;1007;61;149;809;331;60
CAMVEL ADM. CONS. LTDA.;72461643;202310;4;17,00000;3;0;0;15;189;193;388;5;439;32;110;307;49;19
CAMVEL ADM. CONS. LTDA.;72461643;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202310;6;17,00000;3;0;0;5;228;246;186;4;329;57;46;303;55;32
CANOPUS ADM CONSÓRCIOS;68318773;202310;1;22,23114;7;0;0;203;3377;1386;3548;33;3912;177;845;12947;514;432
CANOPUS ADM CONSÓRCIOS;68318773;202310;2;14,04083;3;0;0;43;318;766;625;18;1208;83;100;1356;423;113
CANOPUS ADM CONSÓRCIOS;68318773;202310;3;18,24149;70;2;0;1539;2025;36561;21410;526;49047;4785;4139;65264;19421;3070
CANOPUS ADM CONSÓRCIOS;68318773;202310;4;23,24360;6;0;0;107;248;3833;1520;59;4476;541;336;5792;2108;445
CANOPUS ADM CONSÓRCIOS;68318773;202310;5;25,35417;1;0;0;5;281;188;100;6;226;37;25;287;76;32
CANOPUS ADM CONSÓRCIOS;68318773;202310;6;26,59594;3;0;0;83;192;1243;999;36;1610;399;233;1886;315;128
CARLESSI ADM CONS LTDA;95783262;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CARLESSI ADM CONS LTDA;95783262;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CARLESSI ADM CONS LTDA;95783262;202310;3;15,03482;8;1;0;53;318;1085;780;23;1647;109;109;1207;466;170
CARLESSI ADM CONS LTDA;95783262;202310;4;17,28530;4;0;0;8;136;590;437;9;899;56;72;651;328;91
CARLESSI ADM CONS LTDA;95783262;202310;5;20,19388;7;0;0;56;267;815;1310;23;1814;159;152;1334;81;423
CARLESSI ADM CONS LTDA;95783262;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICAL ADM DE CONS LTDA;00266031;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICAL ADM DE CONS LTDA;00266031;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICAL ADM DE CONS LTDA;00266031;202310;3;15,15250;6;0;0;31;138;422;493;13;748;54;113;721;114;46
CICAL ADM DE CONS LTDA;00266031;202310;4;15,33210;7;0;0;10;164;675;254;9;731;96;102;1106;315;85
CICAL ADM DE CONS LTDA;00266031;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICAL ADM DE CONS LTDA;00266031;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIMAVEL ADM CONS;13170428;202310;1;20,00000;1;0;0;1;234;110;56;2;147;17;2;1212;51;36
CIMAVEL ADM CONS;13170428;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIMAVEL ADM CONS;13170428;202310;3;14,96943;9;0;0;6;1122;1560;566;22;1962;121;43;4061;841;151
CIMAVEL ADM CONS;13170428;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIMAVEL ADM CONS;13170428;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIMAVEL ADM CONS;13170428;202310;6;20,00000;0;0;0;63;0;6;275;2;257;0;24;101;0;4
CLUBE NAVAL;33868654;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202310;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202310;3;7,10000;7;0;0;0;7;477;336;10;796;7;10;7;148;183
CLUBE NAVAL;33868654;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE NAVAL;33868654;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202310;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202310;2;13,86105;0;0;0;0;0;76;19;0;90;5;0;84;45;34
CNF CONS NAC LTDA;59129403;202310;3;16,47587;18;0;2;68;469;4732;2010;19;5916;523;303;8036;1872;2321
CNF CONS NAC LTDA;59129403;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202310;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNK ADM CONS LTDA.;62798475;202310;1;25,30561;5;0;0;362;2100;324;3576;4;2952;73;875;19575;10;113
CNK ADM CONS LTDA.;62798475;202310;2;25,01980;3;0;0;281;275;386;2339;10;2250;92;383;14858;8;56
CNK ADM CONS LTDA.;62798475;202310;3;20,57250;8;0;0;677;3108;1587;3234;37;3596;406;819;39037;65;266
CNK ADM CONS LTDA.;62798475;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNK ADM CONS LTDA.;62798475;202310;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNK ADM CONS LTDA.;62798475;202310;6;26,79700;1;0;0;59;360;27;308;3;192;11;132;678;0;9
CNP CONSORCIO S.A. ADM CONS;05349595;202310;1;18,18763;48;0;0;603;56576;30073;23600;327;46562;2851;4260;115162;9376;6905
CNP CONSORCIO S.A. ADM CONS;05349595;202310;2;14,27778;1;0;0;5;62;11;115;1;82;1;43;62;5;8
CNP CONSORCIO S.A. ADM CONS;05349595;202310;3;16,06126;70;0;0;365;16099;55601;16832;750;58238;10960;3235;56740;18569;10126
CNP CONSORCIO S.A. ADM CONS;05349595;202310;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
